0.20064601,0.5379762,0.15221325,0.5817054,0.15316565,0.49373767,0.15450498,0.6497118,0.15430225,0.4272904,0.35957205,0.7662106,0.34333807,0.3080703,0.63397926,0.86932665,0.6247834,0.16093469,0.89428246,0.9133845,0.94372994,0.104153186,0.7235247,0.6296644,0.7247981,0.39308754,0.7046242,0.92102677,0.6776034,0.15051556,0.91736865,0.91326827,0.97313267,0.0967357,balance
0.21364439,0.51374453,0.17366704,0.5730814,0.14859778,0.4859148,0.19417775,0.6333684,0.14529032,0.4324319,0.37954482,0.7136374,0.34857762,0.30376735,0.66143423,0.7981712,0.636095,0.18673949,0.79024696,0.86566204,0.8831111,0.13881242,0.76210773,0.6032683,0.76127136,0.34919152,0.7623008,0.9105687,0.77324235,0.08580553,0.8651869,0.46160966,0.8832985,0.56979924,balance
0.18265532,0.45841846,0.13531347,0.51196045,0.14237875,0.39477238,0.17995632,0.6030538,0.20713224,0.31950438,0.40001872,0.7762061,0.41082144,0.17755942,0.7125457,0.86694247,0.73338866,0.09734161,0.88135785,0.80596316,0.8918478,0.052316643,0.7978093,0.63803935,0.79556686,0.31724322,0.7968071,0.95016676,0.8082282,0.03392215,0.8815599,0.39218798,0.859325,0.5420379,balance
0.18279977,0.4987387,0.14547415,0.53619075,0.14173412,0.46820787,0.16194867,0.587891,0.15302311,0.42393824,0.2624859,0.62545514,0.27070153,0.35465327,0.5252975,0.7482332,0.55037665,0.24013951,0.6474212,0.7896128,0.5940977,0.56855106,0.6262498,0.5802105,0.61504185,0.3996803,0.6556217,0.8130847,0.6151379,0.1918467,0.9209818,0.85351753,0.9120195,0.16037697,balance
0.19863813,0.5062724,0.15658198,0.5501035,0.15684809,0.45541194,0.19176751,0.5972377,0.19643581,0.38962856,0.38025913,0.72198814,0.3644814,0.2553293,0.64859766,0.8121004,0.6842724,0.17360204,0.8624559,0.9189985,0.7331247,0.18105724,0.75594085,0.64569354,0.7645659,0.3689777,0.881704,0.9379092,0.89251864,0.0911147,0.8277348,0.3964638,0.83753186,0.6328748,balance
0.18720551,0.5173108,0.14377579,0.57237935,0.13971075,0.46721524,0.16917387,0.6340755,0.14979428,0.3750569,0.38065502,0.73273313,0.3586953,0.22946604,0.6765505,0.83896863,0.6137623,0.09789964,0.86321753,0.89450735,0.7721163,0.06068128,0.7551887,0.57519495,0.7613517,0.2905243,0.8153773,0.9263839,0.8532871,0.034866635,0.9253013,0.6254465,0.8542081,0.47976413,balance
0.21235703,0.71148723,0.17518936,0.73313993,0.17496553,0.6489572,0.18792221,0.7155764,0.2059316,0.49976823,0.4289885,0.7754804,0.39590126,0.31532937,0.7183792,0.7748234,0.70742,0.094465874,0.86036456,0.7808807,0.97462857,0.08569598,0.76402926,0.55548084,0.7706179,0.2791403,0.8447896,0.89128196,0.88318336,0.2556816,0.864525,0.42898765,0.8901452,0.49973992,balance
0.22307083,0.4815486,0.169545,0.5231367,0.18689124,0.43665245,0.18204577,0.60567117,0.21403973,0.3816659,0.3838149,0.71292096,0.4132548,0.29472214,0.6791593,0.82542455,0.6998962,0.18744802,0.8917038,0.8556169,0.9590368,0.1558956,0.7892906,0.67234397,0.80206215,0.409365,0.70561045,0.9509445,0.7747727,0.1158782,0.86731744,0.510208,0.8734623,0.5981494,balance
0.23861542,0.5084098,0.19135694,0.5513968,0.19241904,0.45684078,0.17906778,0.6039697,0.18332307,0.38362157,0.34203213,0.7235768,0.35731637,0.27979898,0.63719666,0.8166797,0.64058226,0.17722166,0.7944613,0.8656982,0.7343959,0.35555872,0.7418676,0.65313995,0.7484925,0.37925348,0.778428,0.94481975,0.8375015,0.045210313,0.8132554,0.4109289,0.80187535,0.638643,balance
0.19249377,0.535358,0.1497068,0.5758509,0.14903381,0.48455313,0.16900557,0.6286144,0.16942422,0.41523015,0.36184138,0.7416802,0.36199206,0.30354577,0.625441,0.8047423,0.63322383,0.22190274,0.8632844,0.8520303,0.8622975,0.15646379,0.66183555,0.65330726,0.68106914,0.39560065,0.69793546,0.93671024,0.79334486,0.23563515,0.7995277,0.5923469,0.78913164,0.5750642,balance
0.17983067,0.50489765,0.13974445,0.54779094,0.13976023,0.4558971,0.17241213,0.6070716,0.17473775,0.3991649,0.354629,0.7351735,0.34653908,0.26496825,0.71229553,0.81125444,0.66987336,0.1910461,0.8933349,0.7483458,0.8629775,0.11784073,0.76721525,0.634388,0.770125,0.3524121,0.8720112,0.97193766,0.89080703,-0.00022066849,0.85330933,0.4223026,0.8253612,0.5515013,balance
0.27188742,0.4609724,0.22047019,0.51923037,0.21221831,0.41704306,0.23902927,0.59693015,0.21423079,0.36022273,0.34917137,0.6616626,0.33719572,0.29401362,0.5813005,0.8595608,0.61538684,0.17393716,0.9016395,0.9081941,0.9137006,0.112520516,0.65503305,0.62690496,0.6888052,0.42694053,0.47009128,0.95887494,0.4888901,0.044408947,0.8191005,0.6819851,0.781912,0.45732626,balance
0.33423084,0.54786843,0.2864011,0.58550465,0.28822982,0.506367,0.22869107,0.63568026,0.23343168,0.44812265,0.37572634,0.71508753,0.36520818,0.34976718,0.6424278,0.7896006,0.608684,0.28669348,0.8188992,0.8578319,0.84098786,0.20334211,0.69289094,0.6350418,0.69796747,0.42811134,0.76698816,0.93234694,0.7483322,0.14279242,0.79315853,0.521356,0.786856,0.5388818,balance
0.12739448,0.5179592,0.09723651,0.55730546,0.100149184,0.47439396,0.13039306,0.6140203,0.13929579,0.4208043,0.2985577,0.7710304,0.30554718,0.28662458,0.6008115,0.84681576,0.5937085,0.20323303,0.8217254,0.90305287,0.7664854,0.17278428,0.71275735,0.6675191,0.71865606,0.38692096,0.82323235,0.9685147,0.8510178,0.041137863,0.8164643,0.5392232,0.7752291,0.56109023,balance
0.16127902,0.55243754,0.115877435,0.59379834,0.12030057,0.5047912,0.14446963,0.6502537,0.14577284,0.43851316,0.3303446,0.7706254,0.31605178,0.31621227,0.6601102,0.87438583,0.6324209,0.14379114,0.9209159,0.9016805,0.91825765,0.11608077,0.71610796,0.67143524,0.7006035,0.38872695,0.70862263,0.95018893,0.6808723,0.042403795,0.7750102,0.44172895,0.80945754,0.5712721,balance
0.25297374,0.59287083,0.19829638,0.613951,0.2190972,0.532676,0.19361427,0.6294325,0.23478952,0.4221279,0.36038807,0.7228602,0.35605013,0.27302635,0.6471671,0.84768707,0.652092,0.16529666,0.8602055,0.91044414,0.92861885,0.10077915,0.74680597,0.6399107,0.75224155,0.3652807,0.7829141,0.9022979,0.7360168,0.09587906,0.88748497,0.430707,0.8206875,0.5891237,balance
0.22956124,0.49215287,0.18433614,0.54473716,0.17898773,0.44213328,0.20262125,0.6064168,0.2003381,0.3751791,0.39006487,0.72656316,0.38952327,0.2644232,0.71510446,0.86179477,0.68004584,0.16045703,0.95647925,0.86584425,0.9657852,0.12771133,0.8198166,0.63542026,0.8142532,0.3430446,0.7422589,0.9520903,0.8042077,0.09455955,0.85383856,0.3999828,0.82972515,0.5978526,balance
0.2640927,0.53782743,0.22467823,0.5826243,0.22171466,0.49291173,0.24843334,0.6418977,0.24935082,0.4338211,0.40514934,0.7660095,0.40434238,0.31506115,0.67705977,0.78784055,0.66624016,0.26643875,0.80543244,0.8320345,0.7175131,0.14466718,0.83605707,0.65017337,0.81255853,0.408504,0.85670394,0.95370024,0.82753634,0.06642611,0.9045377,0.3932307,0.89003116,0.4855777,balance
0.2924941,0.48121828,0.25494176,0.5226013,0.24996503,0.4468085,0.2080177,0.61061615,0.18142861,0.39970705,0.30488506,0.7408792,0.31014332,0.33373573,0.5755949,0.80925244,0.5601455,0.2643472,0.6825304,0.8315557,0.7872643,0.23135641,0.7314815,0.65818936,0.71459466,0.3964647,0.8175736,0.89400244,0.71586573,0.101809315,0.85709137,0.3986767,0.7301079,0.64163446,balance
0.31777322,0.72796553,0.27341858,0.7494738,0.27722764,0.6813106,0.26752537,0.7365849,0.2485501,0.5451347,0.41815668,0.7718885,0.36394548,0.35600668,0.70609665,0.79581696,0.6655806,0.14174479,0.8856565,0.7852698,0.94697696,0.08251181,0.6818458,0.55839074,0.6754361,0.3367744,0.7455844,0.9257981,0.7955503,0.25757897,0.7713674,0.52673197,0.77514243,0.4798179,balance
0.22133188,0.45299911,0.18474314,0.49802187,0.18084066,0.41503775,0.20602709,0.56044847,0.20325662,0.36786458,0.3750237,0.65768284,0.355033,0.2564234,0.6658199,0.75259745,0.6471815,0.15326002,0.8625297,0.8048516,0.8726467,0.09416074,0.8091046,0.599732,0.81607854,0.32262173,0.8315016,0.97862124,0.8048492,0.034240123,0.8517753,0.42927814,0.85713905,0.5851296,balance
0.16739233,0.54596525,0.1248411,0.5890412,0.12618816,0.49905565,0.15291415,0.6474225,0.15522017,0.43055207,0.34975827,0.74076265,0.3400294,0.33315247,0.67908597,0.8651799,0.64546907,0.14811149,0.939535,0.8925907,0.92443556,0.122251414,0.76458526,0.65669763,0.7485036,0.38862988,0.7169182,0.93850243,0.68863946,0.061716672,0.7549253,0.501001,0.8442578,0.54855746,balance
0.19706203,0.53219706,0.15703128,0.5761479,0.15155813,0.48410118,0.19012809,0.63799775,0.18363659,0.4156083,0.382019,0.7620042,0.37402296,0.281627,0.6470655,0.8323523,0.65770406,0.232314,0.87622184,0.8198803,0.89646196,0.1562267,0.8173743,0.6632501,0.82065487,0.38078094,0.5592837,0.95797795,0.5937122,0.06183629,0.8380657,0.5944676,0.7388604,0.5107912,balance
0.1770662,0.83252084,0.14901805,0.84629893,0.14163175,0.851038,0.2235466,0.8823913,0.22680566,0.9161128,0.44040945,0.8208646,0.42759848,0.8663389,0.5033664,0.65765864,0.41837794,0.6697724,0.43502247,0.48201233,0.39080635,0.5033141,0.77983916,0.6208935,0.63795865,0.69521457,0.52179617,0.37778953,0.51620436,0.39847538,0.28048575,0.14170565,0.38500285,0.50067943,boat
0.24743249,0.68403065,0.20647742,0.7218071,0.20239285,0.7010225,0.24222511,0.83641815,0.22948962,0.80237484,0.470813,0.80495703,0.4236025,0.7481723,0.29912463,0.5038564,0.29622778,0.5071205,0.13752358,0.31050533,0.140849,0.31262043,0.97081596,0.61242473,0.93455416,0.5987752,0.55084765,0.290326,0.54003435,0.30548263,0.18645169,0.07386615,0.18476199,0.07504229,boat
0.33669102,0.80679744,0.31245783,0.83967906,0.3026227,0.8292172,0.35815763,0.91212994,0.34615794,0.8949197,0.5645025,0.8531432,0.55056494,0.8229222,0.5458648,0.575182,0.5473214,0.5733524,0.5430967,0.36470836,0.5469062,0.37828615,0.8860775,0.5852383,0.8703783,0.5688658,0.5522392,0.3360375,0.5886948,0.37469184,0.19317491,0.093697146,0.19242464,0.09590497,boat
0.29850304,0.66085017,0.26763296,0.6949207,0.26450846,0.6779291,0.2943497,0.8177873,0.2835718,0.7916951,0.46180588,0.83247185,0.43459883,0.73495364,0.51158744,0.46478757,0.48456413,0.5186399,0.5119805,0.37928054,0.44183597,0.34096313,0.8590808,0.57237595,0.7432367,0.5231093,0.5427617,0.33407038,0.5327463,0.34357497,0.30929682,0.12068038,0.30050582,0.12707253,boat
0.21334662,0.81776786,0.18869333,0.8612258,0.17685287,0.81900865,0.22212903,0.94480497,0.18941349,0.8395329,0.48478156,0.9407906,0.3858922,0.77615154,0.6680445,0.7990342,0.5498009,0.5835783,0.7375967,0.6388001,0.57709616,0.41887897,0.8421063,0.66936934,0.8160709,0.56849116,0.60521495,0.42644584,0.5792718,0.3892357,0.3410643,0.1323198,0.33884385,0.13387264,boat
0.22674733,0.70321953,0.18494874,0.7376373,0.18248028,0.7342301,0.23008655,0.84510213,0.22602333,0.8405055,0.46156484,0.8131784,0.45522085,0.7975219,0.5468551,0.5153642,0.5375127,0.5208723,0.56287265,0.23786947,0.5575209,0.25730702,0.8951173,0.5087666,0.8665878,0.4862958,0.582481,0.22933063,0.57859033,0.24793981,0.57289094,0.22405978,0.56423163,0.24778777,boat
0.116174944,0.7204003,0.084681235,0.74402606,0.08209142,0.73214763,0.11111587,0.82820714,0.10254315,0.8119841,0.32299966,0.84329975,0.27443007,0.7381743,0.48099792,0.5929998,0.38732356,0.565541,0.24722259,0.5539116,0.24735165,0.54876536,0.8362892,0.6526715,0.8185059,0.64088,0.34812233,0.5576868,0.32617483,0.54943645,0.27501345,0.18241987,0.27448067,0.1799014,boat
0.3133437,0.754655,0.28974307,0.78660876,0.2893528,0.7859247,0.3328372,0.8740994,0.33213946,0.87057567,0.49493203,0.87221503,0.48792267,0.8660542,0.67350996,0.64596653,0.6574598,0.64272404,0.7853673,0.37728423,0.73911923,0.3942308,0.85240185,0.5915392,0.8425191,0.58048224,0.42296314,0.31390503,0.42929327,0.31605428,0.11060913,0.11621113,0.10888837,0.114523575,boat
0.36589932,0.6560863,0.34226948,0.68735725,0.342096,0.6843373,0.38343275,0.7669635,0.3822617,0.7580251,0.51237136,0.778714,0.50215954,0.77021414,0.764247,0.9616218,0.7195918,0.87455875,0.9357621,0.794106,0.8587581,0.81192464,0.8756406,0.5150512,0.8526642,0.508004,0.49870685,0.2534929,0.49742615,0.2599958,0.20167834,0.059374098,0.20573919,0.06849096,boat
0.20536482,0.73421663,0.1751297,0.768665,0.17086881,0.7441594,0.1998694,0.853416,0.18629637,0.81536615,0.42916998,0.8556855,0.38242397,0.7910872,0.5857746,0.603324,0.51710826,0.58175343,0.56644315,0.34380743,0.51371557,0.3825934,0.9249817,0.6374152,0.91330934,0.59716,0.3926439,0.4783241,0.39098924,0.48434186,0.3977136,0.10524038,0.3980992,0.11964059,boat
0.23399314,0.7937666,0.19437979,0.823857,0.19394979,0.8149907,0.21114129,0.9216534,0.20957266,0.91566974,0.44777337,0.91876715,0.42637283,0.89322144,0.53565514,0.6724888,0.526763,0.67543936,0.54122365,0.4321432,0.5357613,0.43828157,0.8609783,0.61681116,0.8350739,0.617145,0.54469496,0.3695561,0.53687835,0.3689688,0.24826606,0.08255398,0.24737847,0.08396241,boat
0.26371753,0.84065807,0.22808069,0.86847603,0.22634812,0.8533533,0.2636245,0.9282238,0.2651826,0.8879298,0.40503314,0.8680921,0.4237317,0.87723875,0.30493057,0.6713698,0.3165904,0.66057193,0.16218716,0.5350957,0.21270573,0.5745222,0.69669604,0.62484133,0.72805583,0.63664585,0.42429906,0.385835,0.4396356,0.38495284,0.13308585,0.49799973,0.35557932,0.08157386,boat
0.19043487,0.7738892,0.15598546,0.7983776,0.15276419,0.79265606,0.18111871,0.87464124,0.17633899,0.8807164,0.44791356,0.87977463,0.42726472,0.8809257,0.46638766,0.6348371,0.4458479,0.63533276,0.45030886,0.4143167,0.44210964,0.41954926,0.88324624,0.6428711,0.8377352,0.6571412,0.5372276,0.3661889,0.52679974,0.3837463,0.26336485,0.10347352,0.45479965,0.3289681,boat
0.1434926,0.79651463,0.114483625,0.81933653,0.11218315,0.81928414,0.13832167,0.87692714,0.13809839,0.8869591,0.3317864,0.86030996,0.32762644,0.8666101,0.47833538,0.661901,0.50326717,0.72179407,0.39854795,0.4676353,0.40059346,0.47590405,0.69749373,0.7989211,0.64907706,0.7400076,0.45484343,0.44323912,0.4922859,0.7967863,0.46875733,0.14565109,0.44265327,0.5430773,boat
0.1678603,0.81310195,0.14624108,0.85402364,0.137207,0.8284269,0.17093611,0.94340223,0.15290748,0.88582164,0.37839222,0.89609045,0.3105591,0.8928121,0.38815406,0.66098034,0.3829065,0.6603355,0.4223193,0.36762822,0.4051439,0.38161018,0.68424475,0.7065223,0.6747819,0.7256958,0.49332237,0.2919728,0.406252,0.8820957,0.49361536,0.34723914,0.4324452,0.37205523,boat
